pcd,lad23cd,lad23nm
"IV1 2WP","S12000017","Highland"
"IV1 2WQ","S12000017","Highland"
"IV1 2WR","S12000017","Highland"
"IV1 2WS","S12000017","Highland"
"IV1 2WT","S12000017","Highland"
"IV1 2WU","S12000017","Highland"
"IV1 2WW","S12000017","Highland"
"IV1 2WX","S12000017","Highland"
"IV1 2WY","S12000017","Highland"
"IV1 2WZ","S12000017","Highland"
"IV1 2XA","S12000017","Highland"
"IV1 2XB","S12000017","Highland"
"IV1 2XD","S12000017","Highland"
"IV1 2XE","S12000017","Highland"
"IV1 2XF","S12000017","Highland"
"IV1 2XG","S12000017","Highland"
"IV1 2XH","S12000017","Highland"
"IV1 2XJ","S12000017","Highland"
"IV1 2XL","S12000017","Highland"
"IV1 2XN","S12000017","Highland"
"IV1 2XP","S12000017","Highland"
"IV1 2XQ","S12000017","Highland"
"IV1 2XR","S12000017","Highland"
"IV1 2XS","S12000017","Highland"
"IV1 2XT","S12000017","Highland"
"IV1 2XU","S12000017","Highland"
"IV1 2XW","S12000017","Highland"
"IV1 2XX","S12000017","Highland"
"IV1 2XY","S12000017","Highland"
"IV1 2XZ","S12000017","Highland"
"IV1 2YA","S12000017","Highland"
"IV1 2YB","S12000017","Highland"
"IV1 2YD","S12000017","Highland"
"IV1 2YE","S12000017","Highland"
"IV1 2YF","S12000017","Highland"
"IV1 2YG","S12000017","Highland"
"IV1 2YH","S12000017","Highland"
"IV1 2YJ","S12000017","Highland"
"IV1 2YL","S12000017","Highland"
"IV1 2YN","S12000017","Highland"
"IV1 2YP","S12000017","Highland"
"IV1 2YQ","S12000017","Highland"
"IV1 2YR","S12000017","Highland"
"IV1 2YS","S12000017","Highland"
"IV1 2YT","S12000017","Highland"
"IV1 2YU","S12000017","Highland"
"IV1 2YW","S12000017","Highland"
"IV1 2YX","S12000017","Highland"
"IV1 2YY","S12000017","Highland"
"IV1 2YZ","S12000017","Highland"
"IV1 2ZA","S12000017","Highland"
